Engine Type,Engine Power,Distance,Towing Speed,Tow Type,Tow Size,Wind Speed,Current Speed,Wave Height,Sea State,Water Depth,Wind Direction,Maintenance History,Fuel Consumption,Pilotage Point,Berthing Point,Waypoints,Traffic
0,3000,16,6.533851009701666,1,2877,16.06327862369956,0.1322343272150468,1.9312524440090186,0.10838888082731202,9.34798564673774,6,0,601.3248484656799,"(23.755994369941476, -174.870973054429)","(57.97144110581647, -20.823390484998782)","[(-36.46700722086254, 43.06783595255368)]",10
1,1000,36,6.90063156100433,0,9639,2.9244127087835747,0.7286463210290255,0.04856775662001467,1.4455614820208935,8.884626764325354,3,0,1212.322736196156,"(20.584974153680264, 176.82257843667742)","(-43.54566255183959, 63.92981663563722)","[(42.496446482729056, 10.301382044066798)]",40
0,1000,20,4.913000362792447,0,5119,18.40071783331317,0.0031934272693672217,1.4597042218585998,4.126149930948576,18.029051803923792,6,2,610.160007255849,"(64.29556740262456, -38.217577874378634)","(5.398614842656158, 146.10026414809926)","[(71.07697897849138, 50.22693148099464), (-66.36543792139054, -6.97438337284791), (8.683849750144844, -0.21489140956865072)]",5
0,1000,34,3.3799850912382086,2,4679,6.488855990091538,1.2339574407714264,0.7792794042369844,4.060473982982162,6.323275608483987,0,0,582.8194931020992,"(23.12586013628288, -101.06961443664053)","(-88.07990563820283, 36.75962052357349)","[(71.09376074263704, 7.673049546485572)]",13
0,3000,47,7.134543542258154,1,2607,0.12460388243199505,1.6083617228377254,1.1274921090228227,2.549869078920307,12.50647453675425,7,0,1266.6706394583998,"(28.167985727952342, -115.63091027156213)","(80.70651152030496, 145.47005831395325)","[(71.58938879910559, 100.6567952169031), (-22.057062128624096, 150.04332168982), (66.09999547575421, -0.3245820759069602), (-78.1220444600112, 167.25633267096305)]",36
0,2000,41,4.496714158274275,2,5553,18.502789709836854,1.8433457915429334,2.011225512754272,3.850094468516358,17.884322554521546,0,1,924.0305609784907,"(-86.20017518641752, -100.45735255315995)","(-70.50301519787544, -38.563896871506785)","[(66.83685954776075, 97.55700679963974)]",35
1,3000,43,8.165863990866828,0,8351,3.8937406368789085,0.5455311472396156,0.12393453150008471,0.4881712499838431,9.638665433333664,2,0,1888.4964548218209,"(68.13217883523347, 94.14887321811375)","(58.184634931293715, 145.05957798735415)","[(-55.88811154536807, -72.92654781644818)]",9
0,1000,15,9.753399219199789,1,9641,14.052733147940558,1.6332506054015021,0.6415205190938247,2.1868970364976077,10.338672734935027,2,1,1110.4009882879968,"(-43.154346937603, -85.28464735078981)","(45.32558860097754, 51.84901148500373)","[(22.646571940906497, -10.661470253268192)]",39
0,2000,21,3.4135099662041437,0,6251,11.06136495025503,1.4143252927936427,2.7971452263944396,4.7645040752733845,5.573747860263704,4,0,768.4674185805741,"(5.75731355975131, 163.50793366358403)","(-54.96869027290181, 179.53272207093318)","[(83.79783595744351, 114.17768230771395), (40.782983780686806, 62.43439829289801)]",24
1,1000,36,9.820575779431863,0,3783,9.545007255655644,1.3962401732185956,2.1940283727449756,1.6965340797309658,6.684246465133928,0,1,731.840728059547,"(79.98140277954187, -22.111476985869444)","(38.5987791937406, 152.10056307655213)","[(46.45000590012009, 154.87517592255074), (71.05361229356745, 136.52840224446697), (61.872682669436955, 112.41350362731441)]",11
0,1000,14,9.162247860028506,0,9879,6.011444354089721,0.7260279117064357,2.915657024924248,2.9070818351667866,16.49606458095547,7,2,1116.171470040399,"(79.53017657231277, -127.68394489948824)","(-84.72710568705884, -45.02039737910971)","[(-2.884759439547736, 133.3088090841283), (55.44156843803023, -12.38025362786533), (-58.77700529599607, 37.32772309718399)]",34
1,2000,47,4.088067338350607,2,8976,8.53255744173704,1.7179901782559,2.7146082772758273,4.466959994586598,12.54925250284069,0,2,1281.878329804957,"(-88.99192882537294, 62.29639121678969)","(60.23287306943439, 54.89129787993181)","[(-51.518038210683855, 147.62114610531893), (27.919176748298185, -61.304776971876976), (9.393699037324055, 4.14723871175832)]",31
0,1000,32,8.017495068452423,1,5658,5.040678261112756,1.5978300357234194,2.1364575826389607,0.4270728311666877,19.75168942915306,5,0,822.3598421904776,"(64.88360795490607, 129.42731037124958)","(30.047688134193123, 76.20445687667188)","[(23.214736460433684, -86.1938044398937), (-66.32057878394383, -14.08334134163718), (9.72942249998863, 118.32388777756319)]",9
1,3000,4,7.745389473710968,2,7595,14.535512961767303,1.665837428757408,1.0445396848837576,1.8946156463928954,5.163427648508341,5,0,852.4446736845316,"(-77.75560022691448, -57.37385190916066)","(12.934420996046484, 63.393175845862515)","[(43.02262301297941, 11.575017602411066), (28.513662898482266, -67.99563102835637), (17.764638452096662, 117.50081412736091)]",40
0,3000,12,9.558082167548555,0,4639,5.226623374622541,1.1300387265046197,1.8114903802407487,3.462432568833425,13.033186691231254,7,0,807.990958031748,"(44.96871175130241, 174.08303217120647)","(-67.24357587610766, -173.50709125012136)","[(-54.87264949554229, -14.401457419647983)]",37
1,1000,30,7.174358304960096,1,9453,8.481621220818718,0.3388253610940146,2.782891961162828,0.6996334198057758,5.001079302303085,0,2,1160.530749148803,"(25.487295957845433, 15.745446950783105)","(-89.5120696718587, 155.52725088662243)","[(30.64453593058778, 76.57373252637427), (21.786607748872427, 127.45644001750327)]",11
0,1000,10,8.200661062476987,2,1361,17.595304721950082,1.7874562617761678,1.5005803537999696,4.266994157933784,5.2084295470064,6,1,218.10661062476987,"(-21.67422036520894, 129.73322558457903)","(-7.6813899308458105, -85.31931197283599)","[(85.93015222537855, -96.94197556440149), (-44.38838073600297, 36.543760355606196), (-67.8428973756895, -42.40936609076391), (-16.10101512627729, -28.3352179944672)]",1
1,1000,33,2.8202326568104414,2,1732,17.023542698421807,1.5370089090650938,0.3955644966406163,1.3022247192889913,9.904000987870305,1,1,266.2676776747446,"(68.56971611058472, 25.15285483801955)","(-46.08152178396412, -84.86351824475251)","[(-78.4635725839937, 44.76389684948751), (57.63840218178822, 6.4171671553977205)]",1
1,3000,4,9.71160811935851,0,7034,6.980047307891207,1.6918856032578675,2.3016937633208343,3.165968972066478,8.827165797766646,1,2,819.9392974323023,"(65.95538011362004, 84.08401560459026)","(-47.53127084813162, -114.36994566868498)","[(-32.5478495866321, -119.39750196175353)]",47
1,3000,48,9.146438537846404,1,2011,0.9851430663854899,0.9108108128928347,0.5304534968279624,0.5509028048023512,15.161633225650634,7,2,1518.1871494498823,"(7.4148244274984165, 40.73303554785869)","(-77.92717220787863, 51.97363131157317)","[(26.753867792018227, -67.65779083739235)]",40
1,3000,20,5.002372043506604,2,4010,6.853744366605891,0.3639039288804007,0.06780614457669598,3.821267473401152,15.992397304980383,3,0,701.1423226103963,"(-63.524744448677374, -57.07223996058791)","(-30.313710698508388, 152.68162907947772)","[(43.56330461475517, 177.54106256432493)]",28
0,3000,13,9.723346014570902,2,4511,9.809313346861616,0.9509363124860246,2.3369177277500612,1.6967041248517005,9.81800619215673,4,0,830.3104945682652,"(13.796536493598794, 140.00070581380214)","(37.17645166686671, -19.06988550903708)","[(22.159134663780165, -25.36566328423919), (21.25354061684851, 172.18081589939436)]",12
1,3000,32,6.431404610722854,0,2327,9.233920346893502,1.4507683361880161,0.898937775337881,3.2483279817932287,9.609686334653894,6,2,850.114842629394,"(23.246049741224013, -78.18803993192756)","(-52.06439671870702, -137.85101886807647)","[(67.71304125838324, -136.58051061286116)]",6
1,2000,11,9.096235665430182,2,9835,7.9666555933501275,0.32644802935162454,2.056540806629192,3.8332308851489887,17.299560027528642,2,1,1183.617184639464,"(69.6578851578887, 92.4810739407672)","(-17.024480536924642, 118.7094897383833)","[(-76.72097956524007, -107.70276674417757)]",20
1,1000,10,7.882592193375618,2,7906,4.9012103601566785,0.9762437569524394,0.2265114096659877,4.943129539019743,5.133577730040023,7,1,869.4259219337562,"(-16.31592221780994, 52.21075333628761)","(37.92320873729241, -109.07893841846737)","[(-84.11727509717645, -129.6721215114122)]",33
0,3000,28,6.280296686840044,0,6564,3.7771750027715867,1.910856850655688,0.7110516955914455,2.798551021128227,15.796167029706336,7,1,1183.9449216945638,"(40.376057271976975, 6.774886978389958)","(28.322512172515957, -53.907663589222565)","[(-2.511583285176357, 40.11247765722993)]",6
0,1000,35,9.046135677424072,1,3070,13.870550951256996,0.2561003429096067,0.6511881254666106,3.6478682339007196,10.277989239639517,3,0,623.6147487098425,"(29.854724593278732, 158.70481688165495)","(44.20155705648531, 0.9611568396725829)","[(-10.60063113923691, 153.2709553015897), (18.561455853216728, 77.67040991555086), (-37.70664947101395, 99.34055866871995)]",36
0,1000,11,3.8740389241624156,2,1402,4.304066208397619,0.6603783426658583,0.11863672136886527,3.7076287103197103,17.21214033103289,3,2,182.81442816578658,"(32.874563571942744, -87.77642037221285)","(69.56488255966659, -43.58534409741932)","[(57.3516304498215, -169.13717664316488)]",41
0,3000,47,8.292510843412337,0,8931,6.0072741882135645,1.8802761247665365,1.2325931027515877,2.7106740612295273,18.7948814636478,6,1,2062.3440289211394,"(-51.25138414218684, 59.44770897774555)","(34.16116967615558, 93.72653173614208)","[(-24.28923411671292, 119.12518631279187), (-61.724239190231856, -86.4214824303881), (70.04911871135988, -89.90492195853861)]",37
0,3000,39,2.7495841898257583,1,2726,6.30427171736486,0.0865474045556951,1.5292790542080172,3.9760923881193384,9.550498411891983,6,0,594.3013502096137,"(81.09661376001924, 122.7933322520301)","(-76.47814270369709, -165.06536307239983)","[(-16.684460778958112, 115.54640463676867), (-21.359679501243292, 73.14783506423083), (-63.69776416765488, 159.77900117987446)]",12
0,3000,22,9.843537447769275,1,6629,8.058386099051871,0.7499630727339817,0.07372088005168653,1.5857176412648055,6.332188887361241,3,1,1312.5734715527724,"(-6.921654323330969, 135.27534437906502)","(70.54367848538595, -112.34145071914604)","[(-22.19704584432857, -173.27177141917753)]",34
0,1000,6,9.967635644899442,1,8840,5.499167680733834,1.6528937661729675,0.23043522104484093,0.70196254165179,16.464591981014078,7,0,943.8058138693966,"(-4.264750742179416, 141.59699745720286)","(86.055478853182, -57.71968126022247)","[(60.36250730742063, 177.38006539252677), (-65.59719170768513, -70.08982928365256), (78.29851243045385, -17.176426514135073)]",39
1,1000,40,5.021583040456259,1,3547,19.65477249842038,1.210659227898654,1.8124144779762892,2.408953159693095,7.109946405037068,1,1,555.5633216182505,"(-8.818387493122458, 24.942743586218796)","(-42.096027508813165, 18.858605660044077)","[(42.864588636267996, -70.93406306686357), (27.973582296279133, 178.05806681795394), (12.436895879691946, -136.8353057869967), (-82.8401602001828, -113.38387154166571)]",25
0,2000,46,2.8072371506541094,1,4752,2.0912373243209004,1.2509653672040828,0.9560283980303522,2.647815802457484,12.319243427162656,7,0,733.465817860178,"(-14.542349643018127, -111.38968477829367)","(4.832298461552909, -66.65537572353922)","[(-53.056316838577715, -112.76024296611438), (65.6786141278387, 107.23316859682586)]",23
1,2000,1,8.881771751362486,0,9448,18.99846792260139,1.0495860285912078,0.7086861149596118,3.7730681294223904,16.201551897537165,3,1,962.563543502725,"(56.11570239354046, -107.7685470640864)","(-30.85001653980531, -94.71669324445125)","[(78.00699704576792, -46.802503642708245), (55.21225719086499, -56.53965342937258)]",15
1,2000,44,2.029470883995888,2,3045,14.571837379740352,0.8240042698698089,2.476778571971751,0.14139986416923933,13.213839907905948,4,2,483.09343779163817,"(70.12815333043784, -115.52890750044917)","(-69.2072454263216, -47.16695240741481)","[(-15.415426433265466, 112.77476421125562)]",42
0,1000,17,9.33503597460265,2,6773,10.88260764948187,1.8515938453021288,1.731849365121595,2.220723792309027,18.55443302026128,5,2,835.9956115682451,"(-65.90648354120806, -134.0396879564853)","(-64.82821016423756, -177.40310984740927)","[(-68.49341260810414, -178.63344342118293), (67.20607863436382, 8.81229014411548), (48.103396004736, -46.96531130843462), (-88.730394577336, 43.20154733996776)]",10
1,1000,9,6.804610250572377,1,6385,6.954112351149895,1.2145696703946955,1.0856114420738974,4.039947117601894,12.379911496593971,3,2,699.7414922551513,"(-25.298776618194623, -86.84419449939581)","(21.924823780400303, 114.49908669191109)","[(-37.52529892479607, 81.35138062979064)]",5
1,2000,1,9.935222835291762,2,7918,2.7084026123255844,0.8506963131234564,1.3706490307748291,4.182791547518278,18.74105727597012,1,2,811.6704456705836,"(44.12889775998954, 90.56900042043765)","(3.259473928411367, -136.2532599512575)","[(-40.94931093923542, -30.74932539057528), (-82.45467373231406, -8.498831870717908), (34.76435192910304, -0.6268505071413415)]",46
1,1000,14,6.418789590831861,1,8609,4.830000178620802,0.15422907386717588,0.49266957233612685,3.673091015744403,17.930492656764336,4,2,950.7630542716462,"(-52.13025634072006, -57.912359245951166)","(64.82819627649357, -164.39542358407567)","[(-75.98306152933031, -13.892675364667639), (73.62306547694794, -102.3692991372874)]",23
0,2000,42,2.3416250543547896,2,2736,8.75729862163604,1.1640697646859832,1.617932892597474,3.6494198530645185,5.275564183859765,2,2,470.29650456580237,"(-82.81152636540061, -46.07390436865771)","(-53.28753981748768, -135.36140014781427)","[(-65.24234046296382, 80.71406404344992), (-11.749247552315452, -162.13935869071838)]",48
1,2000,5,8.158529132619211,1,6343,2.504803459857059,0.34575964218610156,0.7357992336445331,1.1389705142960054,6.374774833420439,0,0,715.8852913261921,"(9.380557029314417, -108.0487574466761)","(54.17867998436367, 108.37173845414492)","[(-14.611467141481867, -41.66046239625098), (66.76566584122077, 71.36833138338272)]",25
1,3000,10,3.7289963574325977,2,3892,11.730580121292745,1.9203277418368379,1.3339037505085967,1.4532494206361086,9.349952139215166,6,0,501.069890722978,"(-83.541065735291, 6.439154079518232)","(5.981274044505483, -34.95993908673597)","[(-1.8850390458507746, 78.84853190696708), (-54.36858306285322, 92.50712331861405)]",8
0,2000,28,9.555305042937013,0,6216,17.855618570471915,1.338723735692783,1.422615243945447,3.3266968628356803,10.690344928500092,1,2,1156.697082404473,"(-77.573036031991, 141.21008282198608)","(14.144059150212144, -113.72509018010737)","[(-36.99610025979129, -66.03293384061936)]",30
1,3000,21,5.771113296913389,1,4750,13.11834134269095,1.4793320804476393,2.48378798605078,2.0638127064089145,17.35953496360415,4,2,838.5801377055435,"(-3.5442104658415303, 3.633825689497428)","(23.73092193286452, 159.0449648549402)","[(44.71847068493935, -100.83522948879501), (49.23509506596619, 10.275104317884455)]",12
0,2000,32,5.483568453227515,0,4230,1.2276027325838745,0.4918293965841367,2.4152662195185712,3.2732748804495952,15.053394455602534,5,2,773.948381006561,"(-72.55799644024543, -111.84227113015069)","(4.76294626324281, 145.82939605262249)","[(-66.13705959341948, 128.28644634403497), (54.65462156817591, -171.81091466490076), (5.377798987942938, -65.19381464732763)]",47
0,3000,44,5.596579743820216,0,5855,13.66416681836638,0.7032991097216816,2.174181731890424,1.2347925335106273,19.0411705517421,6,1,1324.2485261842685,"(57.58534869072383, 121.27974225723972)","(46.45189976819955, 55.72270986146938)","[(-34.46267736813603, 146.07491971744798)]",42
0,3000,46,2.07208588802734,0,5322,1.8194395389367246,0.5008691709540698,0.5237814107843911,4.53246357415127,9.646175884938673,7,1,818.147852547773,"(-24.03360180158414, 53.76449848522029)","(11.633223599108007, 62.025621128931306)","[(59.15031422253034, 116.32629509525987), (-73.97995938555297, 115.50327817316003), (3.9767995902440276, 94.1222937058044), (-67.3934780790614, -123.58748573797854)]",40
1,3000,14,8.894232397376218,2,2709,14.967631248935994,0.7803585143486269,0.74527367376603,4.750099803658338,8.036435513984456,3,1,644.4577606898013,"(17.204192382536718, -93.19387988200444)","(-10.77613215430135, -152.3314461404582)","[(-52.68239416747165, -51.101501594540196), (15.123879348824914, 89.47416517377889)]",18
0,1000,17,9.456615921876335,1,8118,13.871692611724136,0.1993628335422355,1.9369810053179453,3.503866621050987,7.828517646631764,6,0,972.5624706718977,"(-29.720758792419232, 152.8891592272953)","(-85.12256049071426, -13.583183639750615)","[(-14.83090921060554, -83.61821185249339), (48.92980687261064, -95.12162910405135)]",31
0,2000,26,2.6613831601400015,1,5506,18.614303888904537,1.07626420205265,0.46332785386051434,1.5736550575400239,12.324118899456046,0,2,688.9919243272801,"(30.823739066759885, -102.70020298643749)","(64.15913999161472, -174.7843428259525)","[(-5.171122419901593, -39.172604385140176)]",41
1,1000,1,3.650499694001198,0,6701,19.294694843754872,1.4695994929133536,2.993172416193275,0.8286213813581883,14.412079850808452,2,1,673.7504996940012,"(-3.473101846032378, 146.8324020952653)","(-25.869994836593335, -34.53610939105917)","[(7.686856507367949, 109.28387624650748), (58.340375098620626, -33.24167544977681), (29.71640024702097, 118.63158434084181)]",23
1,3000,42,9.241815875583987,2,9278,11.875796536874752,1.3585145194300023,0.7394471005977972,3.0492349442027655,14.173127439495234,6,1,2092.268800323582,"(-63.645639170250334, -48.52936242907805)","(-69.99646770460797, -30.29081009443192)","[(-7.286020678871282, 138.64358125229893), (-88.53924519210283, 146.76747065623675), (-39.063010104263, -155.45428034007955)]",22
0,2000,17,2.0614049682303497,1,3434,7.41791945002634,0.700636812886003,2.5395673248335306,1.2625473424178324,19.774005737608583,5,1,413.4877689198319,"(33.52139392150637, -173.2072711606709)","(20.28960541132669, -155.0370869666871)","[(-9.958486210649298, -137.74230381972643), (-9.85600245221471, 155.65878010591928), (-78.23120392545164, -9.40164727674761)]",43
0,3000,38,9.686919406680298,1,7680,8.762834614897395,0.007089972502065889,1.728322123031796,2.6342323509971637,14.594807395518202,4,1,1872.308812361554,"(-66.66977588147756, -57.00515199560566)","(-0.3314936217928164, 158.02600607777526)","[(61.62299638042836, 41.843157710813784)]",32
0,2000,37,5.909545885736545,1,9120,14.707305914600536,0.1770707780920593,0.7808676931889752,0.8275344193515005,8.091083612612042,6,2,1349.3063955445043,"(-31.90914859639286, 91.6944760325116)","(-15.695927556083802, -11.420200958238354)","[(-46.23587176939419, 51.935364551732505), (69.753846117537, -109.18453852882895), (26.232849095963502, -1.7077191228498236)]",36
0,1000,33,6.058552798019933,0,6553,19.060569725495903,1.3131232888924644,0.15953949018015234,3.2732609155934096,10.574115949913343,4,1,855.2322423346579,"(-62.54432568521934, 24.94926810908956)","(-27.805084801092427, 119.96765756208424)","[(49.68338534382454, 28.25048112674807)]",47
0,1000,48,5.509245398807533,2,1050,5.812409087116654,0.6390221644506073,0.027081957751835195,2.425165025665716,19.33140480418404,3,1,369.44377914276157,"(24.761611334635802, 176.64619830838382)","(85.86437585513548, 160.76078495573455)","[(-42.350237884312136, 128.86032116460308), (29.551233455858437, 149.96597131697632)]",7
1,3000,1,8.808136531725482,1,5971,7.513465168368332,1.9905381313181076,1.330342777784102,3.435611093781548,12.793423909962431,4,2,623.5244095951765,"(46.03433699975787, -124.63174371000639)","(-28.6606466524169, -71.2102977676025)","[(-48.165616225839806, 11.5670684144404), (40.11052490529832, 15.863190893724948), (9.083225033755241, 9.980553344964193)]",3
0,3000,7,7.814455607772318,0,1080,3.944303646581373,1.7577990129830792,2.5414044230729975,0.7788255433414554,16.450911600313948,6,1,272.1035677632187,"(80.04175632144447, 59.85954431998354)","(45.42345190574491, -3.549359041883946)","[(50.66128996398709, -85.77321338665315)]",16
0,3000,24,8.430829774359875,1,7243,5.583470208481911,1.5642906997128667,0.016453469954629818,1.5990341821506409,15.821311657864785,4,2,1331.319743753911,"(-13.5475924837488, -124.96768343010245)","(-25.458806713041483, 37.38585703683407)","[(-64.62854662689556, -170.98298153394947), (-23.83683113288221, -174.72861459630263), (73.32165678130991, 93.38035029972428), (10.3732964048899, 156.39090604709577)]",19
0,1000,37,9.235820994817752,0,2526,3.173737642459933,1.1504476316920786,2.6868764416014037,1.7774415724933483,11.30985165729993,6,0,594.3253768082568,"(39.49050626195668, 59.699020981503)","(-87.61165070209785, -50.913343793442124)","[(52.9710872669489, 130.1664302934288), (-13.996169710563862, -100.29021743058851)]",32
0,2000,44,2.020448774094427,1,8007,12.95380554639554,1.7775560990502302,1.0843870904701962,1.0816216705264192,13.22225184308039,0,1,978.4994921203096,"(22.412686263789382, 118.97439672911082)","(-6.053708531330031, -103.31071272993474)","[(56.995292322286616, 44.942601700565234), (89.45519613176938, -84.01727273512802)]",12
0,1000,41,7.721967672087994,0,6086,15.765784690728628,0.6314336588781269,0.8086470725687191,2.7602249950152675,8.143286526722589,0,1,925.2006745556077,"(2.527113586090195, -47.61024804451657)","(-0.828596144266001, 110.43012868372847)","[(-21.164702681032082, -20.7048444057601)]",35
0,1000,29,3.427904260681487,1,5640,0.167708696990565,1.0394060353400763,0.7647143035396538,0.788111685460044,10.820260287445947,3,1,663.4092235597632,"(22.66296982580093, -18.738694950947234)","(-64.40173214979953, -66.95795392229236)","[(46.651612585488664, 0.49836535917933134), (42.20299214123111, -164.1356903118563)]",17
1,3000,48,9.927093151352697,0,2389,8.199439005787934,1.5462324949532702,0.8968697152430336,1.2726973593862134,15.939899597635687,0,2,1668.4014137947884,"(67.32999250633898, 65.78119270948002)","(66.94361657367, 37.28709111046268)","[(-15.95289636614406, -150.70774301251123), (63.90620728049251, -156.64028518877083), (73.58312737729747, 117.98606099758399)]",40
1,3000,39,6.799668049273963,0,9726,11.55108833667301,1.0595270320829338,1.464934667436598,0.6939899587305515,10.848415082469932,1,1,1768.1611617650537,"(65.27231812718782, -11.88194384213358)","(-55.28274124485443, -160.09301329523055)","[(-69.44346861743487, -168.37519350784862)]",8
0,1000,22,7.896010330151823,0,7915,17.264167039130914,1.3876996801068813,0.3520692366161189,0.13199824639822832,5.238864785620029,4,1,965.2122272633401,"(-29.252433672927175, 84.680282585258)","(30.906808286369824, -174.8149849891355)","[(71.4989113963062, -65.15985514437364), (40.33168108589942, 101.68281490676532), (-1.202080890703769, -41.22061030688823)]",34
0,1000,46,6.61673469225705,2,1663,1.987063418517201,1.6190186542844769,2.033468757003332,4.442889994196008,19.623580702604084,7,0,470.6697958438243,"(75.11251487610656, 34.44183346299826)","(-52.591215230168736, 147.1039492295809)","[(88.00138928829574, 24.273776631545587), (-36.38388411717192, -68.39504918117859), (61.4573190928088, -116.15975059593144), (-55.47116867251195, -119.43448680197987)]",33
1,3000,47,9.370330127753498,2,7783,4.130568583897414,1.1117094192403318,0.6719111735330964,0.7321366327997009,14.610823365575856,3,2,2099.516548013243,"(-26.19068984051968, 128.35427257592062)","(87.01483160717825, -70.99279190066078)","[(-18.87467262287531, -158.54775287267583), (-34.05649769850803, -22.886289591033858), (-67.58332729822297, -110.74573642065656), (-68.70376130752867, 133.42612098760668)]",8
0,2000,43,3.889596756501475,0,9325,16.945445633221727,1.4649367201413506,1.3093232956777905,1.4121308466373483,18.864953916313404,1,0,1267.0053210591268,"(25.67665259377894, -178.4515216018343)","(20.902508661792467, -173.98887435506725)","[(-79.47104754257826, -76.67583605357281)]",1
0,1000,7,4.761967863104971,2,5930,11.177976926283353,0.34255510425734936,0.3654950617977293,1.7613520275309265,16.850903865728945,4,1,626.3337750417348,"(38.54469781610402, -59.414080538960604)","(-63.02225474236326, -53.66636439926778)","[(-14.56597256197739, 173.3834853384181), (53.80494856447922, -10.59270150693942)]",8
1,2000,36,6.274402824143107,1,8728,15.508377846413344,0.5220150751508201,1.733900144995839,1.584364918676076,13.161594616908317,4,2,1324.5570033383037,"(-85.00803513178195, 86.29540535587068)","(-33.5097604499606, -115.55648961212847)","[(10.835524721539201, -101.81412845844653), (59.31891585307346, 31.573416572967574), (48.4021761176071, -96.91828595736278), (23.53889536909243, 53.12242388133532)]",17
0,1000,32,5.149014752210301,0,4830,14.434041194939391,1.2065146156256072,0.9539906821051605,2.179521165302819,5.854969759256157,0,2,647.7684720707297,"(-63.30616098615637, 103.17107009813685)","(35.96675816271075, 145.37429449973297)","[(-12.437447765451736, -108.66126250218842), (68.54454096785852, 130.57972784271078), (-44.28947918022104, -29.623218921841868)]",2
1,1000,33,4.489089729109077,0,2191,14.757228694789909,1.766477886880695,1.200348722757796,4.8820158401990685,18.91895178344655,6,0,367.23996106059957,"(-27.797900224346897, -165.9232741417813)","(-25.89015360492283, -10.76398861297153)","[(-49.549538732227234, -93.74626903386354), (-70.30854490967336, -157.99753405395828), (5.194157602736894, -144.85247331600735)]",44
1,2000,12,4.400771568631169,2,9124,19.571675272114625,0.6319472788143283,1.6102957462760896,2.4864265351469417,13.69046932649499,7,2,1018.0185176471482,"(59.432838196315004, 74.82197887945176)","(47.98164052238545, -174.08484396071935)","[(41.23956329228275, -156.73209099380566), (-86.64666997681509, 145.59284214178928), (5.842924196980007, -158.39460723030237), (-37.11098583198196, -20.704166358081864)]",16
0,2000,13,3.4800755865013677,1,9467,6.454973898430769,0.6996777241287842,2.095870266712353,2.729673271711709,7.379829996592318,4,2,1037.1819652490356,"(-50.01861501728898, 162.53142568472305)","(48.76506790786647, -76.88709003033449)","[(69.7642820387257, 150.49836422239315)]",15
1,3000,25,4.417007829105399,1,5864,13.285401648569584,0.020481141963345717,0.47360051974341577,3.6569995235242536,9.203461491814965,5,0,917.6755871829049,"(-9.9074775673446, -29.755835937822525)","(43.52509642210347, -90.96131347241396)","[(-65.99222348890903, 96.55727783841417), (50.72267572207008, 92.46676068706444)]",12
0,1000,9,6.499654287648835,2,4770,8.748696736043973,0.7479638480501103,2.4701694408777715,2.6885581836736323,8.784852002847966,7,1,535.4968885888395,"(46.266226961101495, -50.31661564077538)","(-53.86113699664942, -40.40066530755462)","[(78.5285459459372, 74.45555492718353), (73.46262035757468, 26.779767706365107), (-19.664198748821306, 47.08829463260716)]",35
1,2000,5,4.07186781594669,2,1736,4.11356976589258,1.3256379456505656,2.895481860168579,1.8371183910967603,10.093650700757767,0,1,214.3186781594669,"(-50.80082445113965, 162.91980630132184)","(76.74000089035593, 21.795831278116452)","[(37.52332134242289, -23.80694493514102), (84.97328576746344, -44.58949887232782), (-18.157648039813196, 110.97380481821921)]",0
0,1000,34,2.0585412604663347,1,7627,4.345357929138059,1.0001690845544269,0.47881771612142643,4.0076096838985675,14.22328343893362,3,2,832.6904028558554,"(-32.696662119124674, -79.59457029670375)","(-43.625365157972446, -89.14338196064806)","[(-28.679090202670423, -14.960487170350262), (60.3594646224434, -103.58527586037629), (89.76234462760166, 53.17021850901068)]",36
1,2000,35,3.344893253647511,0,1462,10.644072278765794,0.526458245923539,1.0005983957912892,1.2103018702104977,18.06240750214462,5,0,380.3425277553258,"(-15.443441097671979, 103.14787697905206)","(55.740704275039775, -9.367682635731484)","[(63.532349560984954, -135.53002069551246), (81.45102317522739, 48.946278673554275), (54.65648170124072, -26.063242965487802)]",35
0,2000,34,4.638285282409784,0,5620,17.032047455703523,0.26433482600665936,0.22595438300042903,4.527571310685024,6.923318774223924,5,1,877.4033992038653,"(-43.82742323679728, -110.09929996268055)","(-55.31791259371364, -102.60684972937995)","[(5.240596342518188, -36.26721252922155), (-40.08462206424862, 130.13231264861867), (83.53844542041085, -93.4608074335621)]",47
1,2000,48,5.314295466985597,2,9935,4.9828662727620765,1.8768236147878514,0.18056287907301583,1.3150588144997784,10.750864103810457,5,1,1503.6723648306174,"(85.24406981112602, -128.5248372183637)","(-2.1228857896948057, 173.03318119176083)","[(-66.9438041227311, -67.53460476625706), (-27.252243411102768, -57.9935884573398), (11.065959262282348, -55.581687232000604)]",9
0,3000,27,9.113538572128759,0,3242,12.603558004917645,1.4273559454903826,1.348583633384095,0.9770925586717605,10.962817351649381,5,0,1062.3966243424295,"(-50.94479914423454, 171.3244281233629)","(-87.02335906556364, -142.5707628849275)","[(83.37264382188002, 115.81242790363291), (-10.953591085907448, -100.78350723397831), (-34.750565373497594, 24.104960238892318), (33.99171733180469, -87.10535375488824)]",32
0,2000,38,3.7412101467887657,2,7530,11.037141888939493,0.16840408480719304,2.049816168994158,2.904041124063318,19.467775573615302,4,0,1037.3319711559461,"(88.09689942043912, 14.114397657856387)","(-14.39311317789037, -30.80236900579652)","[(11.076121712539049, 157.46252629030533), (-2.276103426546996, 33.408521743120616)]",2
